,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,sex_2,race_2,race_3
99,121,3,2,2,2,30.0,30.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12101,121,3,1,1992,12101,1.0,-7,-7,-7,-7,2000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,1
103,128,3,2,2,3,29.0,29.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,12802,128,3,2,1986,12802,1.0,-7,-7,-7,-7,6200,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,3,0,3,0,0,0,0,1,1,3,2,3,1,3,2,3,2,1,2,-7,2,34,28.0,16.0,1,0,1
104,133,3,2,4,4,30.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,13301,133,3,1,1992,13301,2.0,-7,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,0,0,1
106,137,3,2,3,4,28.0,29.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,13702,137,3,2,1991,13702,2.0,-7,-7,-7,-7,130000,-7,-7,50000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,0,1,1,1,1,3,0,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,0,1
108,138,3,2,3,3,23.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,13802,138,3,1,1991,13802,1.0,-7,-7,-7,-7,115000,-7,-7,60000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,3,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,0,0,1
110,140,3,2,2,3,30.0,27.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,14001,140,3,1,1993,14001,1.0,-7,-7,-7,-7,46000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,0,0,1
113,143,3,2,1,3,20.0,25.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14303,143,3,2,1990,14303,2.0,-7,-7,-7,-7,43800,-7,-7,130000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,2,0,0,0,3,0,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,1
115,144,3,2,1,3,22.0,23.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14401,144,3,1,1992,14401,2.0,-7,-7,-7,-7,85650,-7,-7,27000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,1
116,144,3,2,1,3,22.0,23.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14402,144,3,2,1994,14402,1.0,4,-7,-7,-7,19000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,4,1,3,1,4,1,4,3,1,4,3,-7,26,30.0,16.0,1,0,1
117,144,3,2,1,3,22.0,23.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14403,144,3,2,1997,14403,2.0,-7,-7,-7,-7,52000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4,0,0,2,0,0,0,2,3,1,0,0,1,1,1,1,3,1,4,2,2,3,1,3,-7,-7,23,28.0,16.0,1,0,1
118,147,3,2,2,3,30.0,19.0,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,14701,147,3,2,1987,14701,1.0,-7,-7,-7,-7,104000,-7,-7,130000,-7,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,2,3,2,3,3,2,3,-7,-7,33,29.0,13.0,1,0,1
119,147,3,2,2,3,30.0,19.0,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,14702,147,3,1,1990,14702,1.0,-7,-7,-7,-7,111000,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,0,0,1
120,149,3,2,2,3,29.0,23.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14901,149,3,2,1991,14901,2.0,3,-7,-7,-7,59000,-7,-7,121826,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,2,1,0,0,3,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,0,1
123,153,3,2,2,3,21.0,13.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,15302,153,3,2,1986,15302,2.0,-7,-7,-7,-7,23000,-7,-7,-7,-7,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,3,2,3,2,3,-7,9,35,27.0,17.0,1,0,1
125,157,3,2,3,3,27.0,27.0,5,-4,-4,-4,-4,-4,-4,-5,-4,-4,15702,157,3,1,1987,15702,2.0,3,3,-7,-7,204398,-7,-7,100000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,3,2,4,1,2,2,1,3,-7,-2,33,30.0,13.0,0,0,1
129,159,3,2,2,2,25.0,25.0,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,15902,159,3,1,1987,15902,1.0,1,1,-7,-7,85000,-7,-7,70000,-7,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,1,3,1,4,2,2,3,1,3,-7,1,33,29.0,17.0,0,0,1
130,159,3,2,2,2,25.0,25.0,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,15903,159,3,1,1990,15903,2.0,4,2,2,4,135000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,31,28.0,16.0,0,0,1
131,159,3,2,2,2,25.0,25.0,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,15904,159,3,2,1993,15904,1.0,-7,-7,-7,-7,90000,-7,-7,69000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,0,1
132,159,3,2,2,2,25.0,25.0,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,15905,159,3,2,1993,15905,1.0,2,2,-7,-7,70000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,28,28.0,16.0,1,0,1
133,160,3,2,4,3,20.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,16001,160,3,1,1990,16001,2.0,-7,-7,-7,-7,57000,-7,-7,12000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,1,2,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,0,0,1
134,161,3,2,2,3,23.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,16101,161,3,1,1994,16101,2.0,3,2,2,-7,55000,-7,-7,20000,-7,2.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,3,2,3,2,4,2,3,2,1,3,4,10,26,26.0,16.0,0,0,1
135,161,3,2,2,3,23.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,16102,161,3,2,1996,16102,1.0,1,4,-7,-7,40000,-7,-7,-7,-7,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,0,0,0,0,3,3,0,0,1,0,2,2,3,3,3,2,3,2,2,2,1,4,-7,9,23,27.0,18.0,1,0,1
137,165,3,2,1,2,22.0,27.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,16502,165,3,2,1992,16502,1.0,4,-7,-7,-7,75000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,0,1
138,165,3,2,1,2,22.0,27.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,16503,165,3,1,1998,16503,1.0,2,1,-7,-7,50000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,22,28.0,16.0,0,0,1
141,172,3,2,1,2,18.0,21.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,17201,172,3,2,1993,17201,1.0,1,-7,-7,-7,2000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,1,0,1
144,175,3,2,2,3,20.0,20.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,17501,175,3,1,1982,17501,2.0,4,-7,-7,-7,45000,-7,-7,15000,-7,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,4,-2,4,2,4,-2,3,2,1,3,6,9,38,28.0,17.0,0,0,1
145,175,3,2,2,3,20.0,20.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,17502,175,3,2,1983,17502,1.0,1,-7,-7,-7,120000,-7,-7,100000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,3,2,3,1,4,2,3,-2,1,3,7,9,37,35.0,13.0,1,0,1
146,175,3,2,2,3,20.0,20.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,17503,175,3,1,1986,17503,2.0,2,-7,-7,-7,93000,-7,-7,60000,-7,3.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,2,1,4,-2,3,3,1,4,-7,-2,34,33.0,15.0,0,0,1
147,175,3,2,2,3,20.0,20.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,17504,175,3,1,1992,17504,1.0,1,-7,-7,-7,35000,-7,-7,-2,-2,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,1
149,179,3,2,2,3,26.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,17902,179,3,2,1983,17902,1.0,-7,-7,-7,-7,65000,-7,-7,-7,-7,1.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,4,2,4,-2,4,2,1,1,5,-2,37,32.0,18.0,1,0,1
155,183,3,2,2,2,23.0,20.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,18303,183,3,2,1991,18303,1.0,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,3,2,3,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,30,28.0,16.0,1,0,1
156,184,3,2,4,3,29.0,20.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,18401,184,3,2,1999,18401,1.0,-7,-7,-7,-7,10000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,2,2,2,2,2,3,0,2,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,21,28.0,16.0,1,0,1
159,190,3,2,3,3,30.0,28.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,19001,190,3,2,1995,19001,2.0,-7,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,2,3,1,4,2,3,1,1,3,7,-7,25,34.0,16.0,1,0,1
160,192,3,2,2,3,23.0,28.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,19201,192,3,2,1991,19201,2.0,-7,-7,-7,-7,78000,-7,-7,125000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,1,1,1,0,0,1,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,0,1
162,192,3,2,2,3,23.0,28.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,19203,192,3,2,1998,19203,2.0,2,-7,-7,-7,70000,-7,55000,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,1,2,0,2,1,3,2,2,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,22,28.0,16.0,1,0,1
164,197,3,2,2,3,23.0,20.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,19702,197,3,2,1990,19702,2.0,2,3,4,-7,23000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,2,0,0,0,3,2,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,1
165,200,3,2,2,2,19.0,28.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,20001,200,3,2,1983,20001,2.0,-7,-7,-7,-7,100000,-7,-7,225974,-7,1.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,2,1,4,1,4,2,4,2,1,2,6,2,37,31.0,14.0,1,0,1
166,200,3,2,2,2,19.0,28.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,20002,200,3,2,1987,20002,2.0,1,-7,-7,-7,15000,-7,-7,-7,-7,2.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,4,2,4,2,3,3,1,4,-7,9,32,35.0,18.0,1,0,1
171,205,1,2,2,3,19.0,27.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20501,205,1,2,1978,20501,1.0,-7,-7,-7,-7,28000,-7,-7,28000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,2,0,0,0,3,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,42,28.0,16.0,1,0,0
173,205,1,2,2,3,19.0,27.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20503,205,1,1,1986,20503,1.0,4,-7,-7,-7,0,-7,-7,-1,-7,2.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,4,2,3,2,3,2,1,2,-7,9,34,31.0,14.0,0,0,0
175,211,3,2,4,4,26.0,28.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,21101,211,3,2,1996,21101,1.0,-7,-7,-7,-7,50000,-7,-7,0,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0,0,0,0,0,0,3,0,0,0,0,2,2,2,2,3,2,3,2,3,2,2,3,-7,-7,24,36.0,13.0,1,0,1
176,211,3,2,4,4,26.0,28.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,21102,211,3,1,1997,21102,1.0,1,-7,-7,-7,30000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,1,3,1,1,2,2,2,-7,-7,23,36.0,13.0,0,0,1
177,211,3,2,4,4,26.0,28.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,21103,211,3,2,1999,21103,1.0,2,-7,-7,-7,8000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,3,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,21,28.0,16.0,1,0,1
178,211,3,2,4,4,26.0,28.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,21104,211,3,1,2003,21104,2.0,-7,-7,-7,-7,500,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,0,0,0,0,0,1,3,0,0,1,0,2,2,2,2,3,2,3,2,2,3,2,3,-7,-7,17,28.0,17.0,0,0,1
180,221,2,2,4,2,13.0,29.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,22102,221,2,1,1987,22102,1.0,-7,-7,-7,-7,28752,-7,-7,-7,-7,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,3,3,3,3,3,3,4,4,2,3,-7,4,33,24.0,18.0,0,1,0
182,221,2,2,4,2,13.0,29.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,22104,221,2,2,1991,22104,1.0,-7,-7,-7,-7,48000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,1,1,0,1,1,3,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,1,0
183,224,2,2,-5,-5,19.0,21.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,22401,224,2,1,1974,22401,2.0,-7,-7,-7,-7,19000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2,46,28.0,16.0,0,1,0
186,227,2,2,2,3,20.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,22701,227,2,2,1975,22701,1.0,-7,-7,-7,-7,0,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,8,45,28.0,16.0,1,1,0
189,227,2,2,2,3,20.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,22704,227,2,1,1994,22704,2.0,-7,-7,-7,-7,0,-7,4000,-7,-7,2.0,2.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,2,3,2,3,3,3,4,3,5,-7,26,32.0,18.0,0,1,0
192,228,1,2,2,3,19.0,20.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,22803,228,1,1,1987,22803,2.0,-7,-7,-7,-7,-2,3,-7,-7,-7,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,-2,3,2,3,4,1,2,-7,-2,33,28.0,19.0,0,0,0
194,229,3,2,4,2,27.0,18.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22901,229,3,1,1992,22901,1.0,1,-7,-7,-7,50000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,1
195,231,3,2,2,3,22.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,23101,231,3,2,1990,23101,1.0,-7,-7,-7,-7,54000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,1,0,1,0,0,2,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,31,28.0,16.0,1,0,1
196,231,3,2,2,3,22.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,23102,231,3,2,1993,23102,2.0,2,1,4,-7,60000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,0,1
205,240,3,2,2,3,28.0,25.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,24002,240,3,2,1986,24002,2.0,-7,-7,-7,-7,52000,-7,-7,48000,-7,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,3,2,4,2,3,3,1,3,-7,9,34,28.0,13.0,1,0,1
