,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobsatisfaction1,jobsatisfaction2,jobsatisfaction3,jobsatisfaction4,jobsatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age
62,78,3,2,1,3,17,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7802,78,3,2,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
63,78,3,2,1,3,17,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7803,78,3,1,1996,7803,2,1,-7,-7,-7,53000,-7,-7,-7,-7,2,2,1,4,2,4,1,4,4,1,3,1,4,3,1,1,1,3,1,0,0,0,0,0,2,0,0,0,0,1,1,3,2,2,2,4,2,3,3,1,3,-7,-7,24
64,78,3,2,1,3,17,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7804,78,3,2,2000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
65,86,2,2,1,2,29,22,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,8601,86,2,2,1977,8601,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
66,89,2,2,4,4,27,27,-5,-5,-5,-5,-5,-5,6,-4,-4,-4,8901,89,2,2,1986,8901,1,-7,-7,-7,-7,32000,-7,-7,25000,-7,1,2,3,3,2,3,2,4,4,1,3,1,3,3,2,2,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,2,1,3,2,2,2,1,3,-7,-2,34
67,91,3,2,2,3,27,22,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,9101,91,3,1,1994,9101,2,2,-7,-7,-7,20000,-7,-7,-7,-7,2,2,2,3,2,2,2,3,3,2,3,2,2,2,3,3,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,4,1,3,1,4,2,3,4,1,2,5,-7,26
68,91,3,2,2,3,27,22,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,9102,91,3,1,1996,9102,1,-7,-7,-7,-7,30000,-7,-7,18000,-7,1,1,2,4,2,3,2,4,4,1,4,1,4,4,2,1,1,3,0,0,0,0,0,2,3,0,0,0,0,1,1,3,1,3,1,4,2,3,3,1,2,-7,-7,24
69,92,3,2,2,3,30,28,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,9201,92,3,1,1982,9201,3,3,-7,-7,-7,50000,-7,-7,-7,-7,2,3,3,3,3,3,2,3,3,2,3,1,3,3,4,3,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,4,2,3,2,2,1,1,3,6,9,38
70,92,3,2,2,3,30,28,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,9202,92,3,1,1992,9202,3,4,-7,-7,-7,16000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
71,95,3,2,3,3,28,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,9501,95,3,1,1985,9501,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
72,95,3,2,3,3,28,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,9502,95,3,1,1987,9502,3,-7,-7,-7,-7,65000,-7,-7,65000,-7,2,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,2,3,2,3,2,2,3,-7,-2,33
73,95,3,2,3,3,28,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,9503,95,3,1,1988,9503,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
74,96,3,2,2,3,27,29,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,9601,96,3,2,1980,9601,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
75,96,3,2,2,3,27,29,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,9602,96,3,2,1986,9602,2,3,2,-7,-7,40000,-7,-7,-2,-7,1,1,1,3,2,4,1,4,4,1,3,2,3,3,2,3,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,3,1,4,1,3,2,1,4,-7,2,34
76,96,3,2,2,3,27,29,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,9603,96,3,1,1998,9603,1,2,1,-7,-7,17000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,1,3,2,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,22
77,97,3,2,3,3,22,22,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,9701,97,3,1,1987,9701,2,-7,-7,-7,-7,6000,-7,-7,-7,-7,2,3,2,4,2,4,2,3,3,2,3,2,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,3,2,2,2,3,-7,9,33
78,97,3,2,3,3,22,22,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,9702,97,3,1,1989,9702,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
79,98,3,2,4,4,28,28,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,9801,98,3,1,1987,9801,2,1,-7,-7,-7,59000,-7,-7,-7,-7,2,3,2,3,1,4,2,3,3,2,3,2,3,3,3,2,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,3,3,2,1,2,-7,-7,33
80,98,3,2,4,4,28,28,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,9802,98,3,1,1990,9802,1,1,-7,-7,-7,85000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
81,98,3,2,4,4,28,28,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,9803,98,3,1,1994,9803,2,-7,-7,-7,-7,80000,-7,-7,-7,-7,3,2,2,2,2,3,2,3,3,2,3,2,3,3,3,3,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,4,2,3,2,2,1,1,3,4,-7,26
82,99,3,2,2,4,20,18,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,9901,99,3,1,1987,9901,1,-7,-7,-7,-7,32000,-7,-7,-7,-7,1,1,1,4,1,4,1,4,4,1,4,1,4,4,1,1,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,3,2,4,2,2,2,1,3,-7,9,33
83,99,3,2,2,4,20,18,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,9902,99,3,1,1993,9902,1,2,-7,-7,-7,40000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
84,100,3,2,1,3,19,24,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,10001,100,3,1,1985,10001,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
85,100,3,2,1,3,19,24,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,10002,100,3,1,1991,10002,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
86,100,3,2,1,3,19,24,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,10003,100,3,2,1993,10003,1,3,-7,-7,-7,12000,-7,-7,73000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27
87,102,3,2,1,3,22,20,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10201,102,3,1,1992,10201,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
88,111,3,2,4,3,28,24,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,11101,111,3,2,1982,11101,2,-7,-7,-7,-7,44000,-7,-7,45000,9000,2,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,2,4,1,4,2,3,3,1,4,5,9,39
89,111,3,2,4,3,28,24,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,11102,111,3,2,1983,11102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
90,111,3,2,4,3,28,24,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,11103,111,3,1,1987,11103,2,-7,-7,-7,-7,30000,-7,-7,-7,-7,2,2,2,4,1,4,1,4,4,1,4,2,1,4,2,1,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,4,1,3,1,4,2,3,3,1,3,-7,-7,33
91,112,3,2,1,3,30,26,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,11201,112,3,1,1982,11201,1,1,-7,-7,-7,38000,-7,-7,-7,-7,2,2,1,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,3,3,3,2,2,2,1,3,4,9,38
92,112,3,2,1,3,30,26,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,11202,112,3,2,1997,11202,3,1,-7,-7,-7,20000,-7,-7,15000,-7,2,2,2,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,1,0,1,0,1,1,2,0,0,1,0,1,1,1,1,2,1,4,1,3,2,1,4,-7,-7,23
93,115,3,2,2,2,-5,-5,7,8,5,8,0,8,-4,-4,-4,-4,11501,115,3,2,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
94,115,3,2,2,2,-5,-5,7,8,5,8,0,8,-4,-4,-4,-4,11502,115,3,2,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
95,115,3,2,2,2,-5,-5,7,8,5,8,0,8,-4,-4,-4,-4,11503,115,3,2,1996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
96,115,3,2,2,2,-5,-5,7,8,5,8,0,8,-4,-4,-4,-4,11504,115,3,2,1997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
97,118,3,2,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11801,118,3,1,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
98,118,3,2,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11802,118,3,2,1991,11802,2,3,-7,-7,-7,30000,-7,-7,30000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29
99,121,3,2,2,2,30,30,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12101,121,3,1,1992,12101,1,-7,-7,-7,-7,2000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
100,124,3,2,3,3,24,20,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,12401,124,3,2,1988,12401,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
101,124,3,2,3,3,24,20,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,12402,124,3,1,1990,12402,-7,-7,-7,-7,-7,100000,-7,4000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
102,128,3,2,2,3,29,29,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,12801,128,3,1,1982,12801,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
103,128,3,2,2,3,29,29,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,12802,128,3,2,1986,12802,1,-7,-7,-7,-7,6200,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,3,0,3,0,0,0,0,1,1,3,2,3,1,3,2,3,2,1,2,-7,2,34
104,133,3,2,4,4,30,24,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,13301,133,3,1,1992,13301,2,-7,-7,-7,-7,30000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27
105,137,3,2,3,4,28,29,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,13701,137,3,1,1988,13701,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
106,137,3,2,3,4,28,29,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,13702,137,3,2,1991,13702,2,-7,-7,-7,-7,130000,-7,-7,50000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,1,1,1,1,3,0,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29
107,138,3,2,3,3,23,23,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,13801,138,3,1,1989,13801,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
108,138,3,2,3,3,23,23,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,13802,138,3,1,1991,13802,1,-7,-7,-7,-7,115000,-7,-7,60000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,3,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29
109,138,3,2,3,3,23,23,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,13803,138,3,2,1993,13803,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
110,140,3,2,2,3,30,27,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,14001,140,3,1,1993,14001,1,-7,-7,-7,-7,46000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27
111,143,3,2,1,3,-5,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14301,143,3,1,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
112,143,3,2,1,3,-5,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14302,143,3,1,1988,14302,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
113,143,3,2,1,3,-5,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14303,143,3,2,1990,14303,2,-7,-7,-7,-7,43800,-7,-7,130000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,2,0,0,0,3,0,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
114,143,3,2,1,3,-5,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14304,143,3,1,1990,14304,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
115,144,3,2,1,3,22,23,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14401,144,3,1,1992,14401,2,-7,-7,-7,-7,85650,-7,-7,27000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
116,144,3,2,1,3,22,23,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14402,144,3,2,1994,14402,1,4,-7,-7,-7,19000,-7,-7,-7,-7,1,1,1,4,1,4,4,4,4,1,4,1,3,3,4,2,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,4,1,3,1,4,1,4,3,1,4,3,-7,26
117,144,3,2,1,3,22,23,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14403,144,3,2,1997,14403,2,-7,-7,-7,-7,52000,-7,-7,-7,-7,1,1,1,4,3,4,2,3,3,1,3,1,3,3,3,2,2,4,0,0,2,0,0,0,2,3,1,0,0,1,1,1,1,3,1,4,2,2,3,1,3,-7,-7,23
118,147,3,2,2,3,30,19,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,14701,147,3,2,1987,14701,1,-7,-7,-7,-7,104000,-7,-7,130000,-7,1,1,1,3,2,3,2,3,3,1,3,1,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,2,3,2,3,3,2,3,-7,-7,33
119,147,3,2,2,3,30,19,7,-4,-4,-4,-4,-4,-4,-4,-5,-5,14702,147,3,1,1990,14702,1,-7,-7,-7,-7,111000,-7,-7,-2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
120,149,3,2,2,3,29,23,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14901,149,3,2,1991,14901,2,3,-7,-7,-7,59000,-7,-7,121826,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,2,1,0,0,3,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29
121,149,3,2,2,3,29,23,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,14902,149,3,1,1993,14902,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
122,153,3,2,2,3,21,13,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,15301,153,3,1,1985,15301,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
123,153,3,2,2,3,21,13,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,15302,153,3,2,1986,15302,2,-7,-7,-7,-7,23000,-7,-7,-7,-7,3,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,3,2,3,2,3,-7,9,35
124,157,3,2,3,3,27,-5,5,-4,-4,-4,-4,-4,-4,-5,-4,-4,15701,157,3,2,1985,15701,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
125,157,3,2,3,3,27,-5,5,-4,-4,-4,-4,-4,-4,-5,-4,-4,15702,157,3,1,1987,15702,2,3,3,-7,-7,204398,-7,-7,100000,-7,1,1,1,4,1,4,1,4,4,1,4,1,3,3,3,3,2,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,3,2,4,1,2,2,1,3,-7,-2,33
